	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
SNP5242	9	94452750	0.24	0.313725	0.29703	0.303483	0.391218	0.400599	0.431284	0.45231	0.452655	0.453777	0.426711	0.446196	0.434363	0.437015	0.430498
SNP5243	9	94688793	0.64	0.568627	0.49505	0.457711	0.46507	0.480519	0.483258	0.507299	0.471753	0.455977	0.461171	0.456285	0.453543	0.451699	0.429622
SNP5244	9	94931035	0.72	0.490196	0.49505	0.532338	0.41517	0.374625	0.423788	0.415117	0.443356	0.467977	0.47897	0.466845	0.446263	0.425131	0.432442
SNP5245	9	95281291	0.44	0.431373	0.405941	0.432836	0.44511	0.415584	0.402799	0.382124	0.392561	0.39818	0.391692	0.397986	0.405178	0.423349	0.432951
SNP5246	9	95689767	0.4	0.352941	0.306931	0.318408	0.391218	0.412587	0.356322	0.409118	0.419958	0.426629	0.459491	0.472645	0.456003	0.481281	0.467176
SNP5247	9	95933759	0.32	0.411765	0.435644	0.477612	0.548902	0.526474	0.494753	0.513697	0.50365	0.505175	0.51529	0.537825	0.537377	0.497399	0.476872
SNP5248	9	96160904	0.68	0.627451	0.633663	0.567164	0.489022	0.513487	0.496752	0.487502	0.434257	0.431278	0.403472	0.410496	0.436253	0.469887	0.473983
SNP5249	9	96431178	0.4	0.411765	0.455446	0.487562	0.516966	0.587413	0.569215	0.574285	0.577042	0.569272	0.534289	0.499775	0.478193	0.454835	0.459954
SNP5250	9	96908086	0.36	0.411765	0.39604	0.442786	0.443114	0.462537	0.486757	0.4975	0.510049	0.475276	0.450391	0.428886	0.414383	0.441175	0.440414
SNP5251	9	97215988	0.56	0.529412	0.50495	0.507463	0.443114	0.475524	0.432784	0.407119	0.40286	0.39668	0.394252	0.403536	0.408388	0.431733	0.428924
SNP5252	9	97372296	0.68	0.647059	0.564356	0.497512	0.510978	0.505495	0.481759	0.475305	0.487251	0.472676	0.48725	0.474225	0.449893	0.428821	0.433104
SNP5253	9	97476523	0.48	0.470588	0.475248	0.482587	0.453094	0.423576	0.417291	0.441512	0.438556	0.432528	0.435671	0.428336	0.440528	0.433055	0.431464
SNP5254	9	97798320	0.32	0.333333	0.415842	0.39801	0.413174	0.412587	0.42079	0.392921	0.422958	0.428679	0.415932	0.435226	0.448428	0.428569	0.435963
SNP5255	9	97830322	0.24	0.333333	0.346535	0.363184	0.379242	0.390609	0.425287	0.420916	0.447655	0.460427	0.466731	0.464415	0.445188	0.426953	0.436717
SNP5256	9	97920557	0.24	0.235294	0.316832	0.348259	0.397206	0.368631	0.396302	0.385523	0.390361	0.385131	0.406312	0.418666	0.435043	0.429617	0.435131
SNP5257	9	98026210	0.32	0.313725	0.336634	0.378109	0.433134	0.373626	0.390305	0.39772	0.40086	0.416879	0.395112	0.401036	0.408728	0.433159	0.437203
SNP5258	9	98193613	0.2	0.27451	0.346535	0.393035	0.359281	0.394605	0.42079	0.441912	0.459754	0.445328	0.445951	0.442156	0.450068	0.437497	0.432627
SNP5259	9	98207165	0.28	0.352941	0.475248	0.517413	0.497006	0.506494	0.469765	0.462108	0.484052	0.467377	0.460031	0.444026	0.448313	0.437367	0.43137
SNP5260	9	98393354	0.28	0.392157	0.425743	0.457711	0.397206	0.458541	0.469265	0.45111	0.475752	0.442278	0.443451	0.450355	0.451443	0.444997	0.430179
SNP5261	9	98646547	0.44	0.372549	0.405941	0.378109	0.325349	0.354645	0.375312	0.384923	0.365663	0.380081	0.359093	0.367456	0.382198	0.425207	0.439112
SNP5262	9	98870693	0.36	0.490196	0.465347	0.482587	0.48503	0.480519	0.454773	0.429914	0.415458	0.449778	0.455651	0.458475	0.470138	0.429537	0.432996
SNP5263	9	98997072	0.32	0.372549	0.376238	0.412935	0.417166	0.41958	0.448276	0.455709	0.448255	0.435828	0.451871	0.445416	0.449643	0.449285	0.433032
SNP5264	9	99459996	0.4	0.411765	0.39604	0.38806	0.423154	0.406593	0.354323	0.386523	0.429157	0.427979	0.443111	0.439726	0.425573	0.425765	0.426549
SNP5265	9	99868556	0.48	0.588235	0.564356	0.467662	0.431138	0.41958	0.417791	0.390122	0.381262	0.374281	0.390832	0.427786	0.417118	0.424057	0.42667
SNP5266	9	100130532	0.2	0.294118	0.356436	0.348259	0.429142	0.422577	0.41979	0.462707	0.461954	0.493925	0.48283	0.465535	0.439443	0.432069	0.42926
SNP5267	9	100202693	0.56	0.509804	0.49505	0.422886	0.427146	0.376623	0.357821	0.343731	0.351365	0.369832	0.388152	0.404166	0.438648	0.427467	0.426655
SNP5268	9	100469613	0.36	0.372549	0.366337	0.308458	0.359281	0.34965	0.389305	0.430914	0.438856	0.436978	0.422652	0.421096	0.422178	0.429619	0.439991
SNP5269	9	101260819	0.56	0.431373	0.425743	0.393035	0.365269	0.402597	0.422789	0.45111	0.477852	0.461377	0.457791	0.445296	0.451443	0.458363	0.463901
SNP5270	9	101337512	0.64	0.588235	0.524752	0.507463	0.487026	0.503497	0.515242	0.488502	0.490451	0.480926	0.464891	0.454695	0.453523	0.457193	0.464555
SNP5271	9	101533927	0.48	0.529412	0.564356	0.621891	0.598802	0.56044	0.53923	0.496901	0.50025	0.460627	0.468311	0.464785	0.463563	0.459639	0.4518
SNP5272	9	102373543	0.4	0.411765	0.455446	0.477612	0.48503	0.468531	0.454273	0.444711	0.409459	0.39843	0.385492	0.391406	0.390418	0.402475	0.40005
SNP5273	9	102943819	0.28	0.294118	0.356436	0.348259	0.347305	0.371628	0.382809	0.380924	0.394861	0.386081	0.374833	0.383126	0.383053	0.387105	0.39184
SNP5274	9	103262547	0.44	0.411765	0.336634	0.293532	0.359281	0.35964	0.378311	0.364527	0.380362	0.379931	0.383992	0.402356	0.408478	0.402563	0.390559
SNP5275	9	103748193	0.44	0.470588	0.39604	0.348259	0.373253	0.386613	0.395802	0.384923	0.376362	0.369882	0.360233	0.374806	0.381603	0.381335	0.388092
SNP5276	9	103977134	0.32	0.372549	0.465347	0.527363	0.423154	0.377622	0.394303	0.34873	0.365163	0.382381	0.376932	0.375086	0.383248	0.385631	0.385155
SNP5277	9	104059686	0.24	0.352941	0.376238	0.378109	0.353293	0.323676	0.343828	0.377924	0.376662	0.40038	0.387392	0.392116	0.385158	0.388949	0.384433
SNP5278	9	104479329	0.48	0.431373	0.465347	0.432836	0.387226	0.3996	0.371314	0.364127	0.375462	0.39658	0.394472	0.378206	0.373068	0.378727	0.376062
SNP5279	9	104623350	0.44	0.45098	0.445545	0.432836	0.397206	0.41958	0.42029	0.386523	0.378162	0.377331	0.371833	0.372506	0.370568	0.366761	0.371216
SNP5280	9	104756796	0.4	0.392157	0.356436	0.373134	0.319361	0.332667	0.346827	0.343931	0.345865	0.356532	0.358753	0.360186	0.358548	0.362365	0.366188
SNP5281	9	104991011	0.44	0.352941	0.336634	0.273632	0.317365	0.332667	0.33933	0.361128	0.355464	0.374731	0.358173	0.351796	0.356538	0.356819	0.357127
SNP5282	9	105271539	0.4	0.27451	0.267327	0.313433	0.323353	0.308691	0.311344	0.302739	0.319968	0.346933	0.351913	0.352256	0.352488	0.350155	0.350711
SNP5283	9	105455804	0.36	0.333333	0.356436	0.393035	0.339321	0.334665	0.335832	0.373925	0.365163	0.344933	0.343673	0.341077	0.347068	0.345747	0.348382
SNP5284	9	105523442	0.32	0.27451	0.336634	0.323383	0.321357	0.352647	0.358821	0.342332	0.351665	0.345533	0.346013	0.346967	0.346083	0.344513	0.3485
SNP5285	9	105670450	0.48	0.529412	0.514851	0.422886	0.339321	0.302697	0.318341	0.318336	0.333967	0.336983	0.338213	0.339427	0.345468	0.343449	0.348
SNP5286	9	105959644	0.24	0.235294	0.217822	0.20398	0.289421	0.343656	0.318841	0.338732	0.330567	0.372431	0.365293	0.365036	0.357183	0.348949	0.349327
SNP5287	9	106595121	0.44	0.431373	0.475248	0.457711	0.441118	0.405594	0.4003	0.383723	0.373163	0.355132	0.344233	0.347097	0.349578	0.355113	0.359109
SNP5288	9	106813808	0.68	0.607843	0.574257	0.512438	0.399202	0.377622	0.384808	0.342132	0.349865	0.356082	0.362273	0.367536	0.367188	0.362111	0.363391
SNP5289	9	107218891	0.44	0.372549	0.376238	0.348259	0.329341	0.341658	0.346327	0.35093	0.373363	0.369832	0.366933	0.370236	0.374058	0.373205	0.381888
SNP5290	9	107724297	0.48	0.411765	0.455446	0.462687	0.417166	0.444555	0.412794	0.409918	0.411959	0.432828	0.423532	0.427506	0.427748	0.423363	0.402983
SNP5291	9	108731101	0.24	0.352941	0.356436	0.348259	0.367265	0.412587	0.409795	0.386923	0.384662	0.40023	0.390952	0.391896	0.401248	0.392645	0.386421
SNP5292	9	108734351	0.44	0.411765	0.39604	0.402985	0.383234	0.373626	0.382309	0.371726	0.390261	0.39998	0.396552	0.392956	0.401598	0.393053	0.386625
SNP5293	9	108858613	0.32	0.372549	0.366337	0.38806	0.355289	0.34965	0.327336	0.361328	0.364664	0.368882	0.383612	0.390296	0.391083	0.387821	0.388505
SNP5294	9	108969466	0.2	0.254902	0.306931	0.323383	0.355289	0.388611	0.352324	0.334533	0.351665	0.355132	0.371813	0.374456	0.379303	0.383673	0.38952
SNP5295	9	109111450	0.44	0.392157	0.386139	0.328358	0.377246	0.32967	0.378311	0.363527	0.349065	0.361632	0.364833	0.372836	0.374838	0.381535	0.388311
SNP5296	9	109321824	0.24	0.313725	0.346535	0.373134	0.423154	0.417582	0.421289	0.420516	0.39516	0.376181	0.381392	0.385486	0.394113	0.388491	0.38895
SNP5297	9	109650976	0.36	0.392157	0.415842	0.467662	0.413174	0.437562	0.444778	0.416517	0.405859	0.40403	0.396032	0.397206	0.396583	0.399675	0.403046
SNP5298	9	110038427	0.6	0.529412	0.554455	0.447761	0.471058	0.45954	0.433783	0.438512	0.473953	0.455677	0.422352	0.404976	0.417833	0.430277	0.426257
SNP5299	9	110287202	0.52	0.431373	0.50495	0.537313	0.502994	0.490509	0.488756	0.478304	0.476052	0.468627	0.453191	0.454095	0.455628	0.444813	0.432642
SNP5300	9	110392788	0.32	0.333333	0.405941	0.432836	0.477046	0.488511	0.496752	0.485503	0.470853	0.475576	0.467671	0.457705	0.449393	0.446707	0.433008
SNP5301	9	110622809	0.68	0.588235	0.613861	0.492537	0.449102	0.434565	0.435782	0.441512	0.425257	0.424529	0.425331	0.428836	0.424323	0.430437	0.428067
SNP5302	9	110753298	0.32	0.352941	0.445545	0.422886	0.423154	0.404595	0.429785	0.420316	0.407159	0.40973	0.414752	0.415106	0.418948	0.417277	0.418899
SNP5303	9	111484448	0.32	0.352941	0.435644	0.497512	0.463074	0.480519	0.487256	0.457109	0.419458	0.422129	0.412972	0.417126	0.422893	0.416759	0.409098
SNP5304	9	111693395	0.52	0.45098	0.465347	0.432836	0.387226	0.373626	0.382809	0.394521	0.420658	0.40828	0.395992	0.392136	0.408478	0.411635	0.421734
SNP5305	9	111822224	0.12	0.078431	0.178218	0.243781	0.329341	0.374625	0.373313	0.414517	0.409659	0.411679	0.391712	0.395996	0.400813	0.417971	0.427018
SNP5306	9	112077214	0.44	0.431373	0.524752	0.557214	0.536926	0.505495	0.491754	0.4985	0.491951	0.496725	0.465811	0.459445	0.453443	0.440303	0.423026
SNP5307	9	112193482	0.56	0.568627	0.574257	0.577114	0.590818	0.55045	0.478261	0.45171	0.438456	0.436628	0.445451	0.447456	0.449963	0.438201	0.424806
SNP5308	9	112391756	0.56	0.431373	0.366337	0.383085	0.39521	0.422577	0.396802	0.417117	0.406259	0.383681	0.400752	0.404836	0.402353	0.423075	0.430361
SNP5309	9	112754456	0.68	0.627451	0.544554	0.492537	0.417166	0.432567	0.431284	0.446311	0.444956	0.433678	0.433251	0.422046	0.426428	0.429055	0.416242
SNP5310	9	113013990	0.36	0.27451	0.277228	0.268657	0.307385	0.392607	0.35982	0.386323	0.439756	0.432578	0.420752	0.429476	0.426378	0.412605	0.405602
SNP5311	9	113115418	0.52	0.529412	0.445545	0.427861	0.431138	0.400599	0.38031	0.40152	0.421458	0.40408	0.395352	0.393776	0.403038	0.404467	0.400343
SNP5312	9	113205258	0.24	0.254902	0.237624	0.293532	0.315369	0.381618	0.393303	0.394321	0.391961	0.387681	0.376772	0.380446	0.379308	0.389737	0.396227
SNP5313	9	113410836	0.28	0.294118	0.405941	0.422886	0.457086	0.45954	0.418291	0.39912	0.376962	0.363632	0.356773	0.357026	0.367158	0.372917	0.387874
SNP5314	9	113531094	0.32	0.352941	0.356436	0.283582	0.287425	0.335664	0.368316	0.325135	0.336366	0.351482	0.378072	0.372426	0.370303	0.372837	0.381405
SNP5315	9	113915416	0.24	0.372549	0.376238	0.363184	0.439122	0.415584	0.361819	0.360328	0.364664	0.366982	0.370073	0.382286	0.381583	0.384663	0.39038
SNP5316	9	114035419	0.4	0.392157	0.366337	0.338308	0.357285	0.411588	0.413793	0.404319	0.408359	0.40058	0.390632	0.385956	0.383483	0.392089	0.391524
SNP5317	9	114156391	0.36	0.431373	0.435644	0.427861	0.43513	0.371628	0.375312	0.383923	0.39716	0.39698	0.387992	0.380056	0.391118	0.402071	0.39494
SNP5318	9	114257822	0.44	0.392157	0.346535	0.358209	0.381238	0.38961	0.425287	0.435513	0.437056	0.444028	0.445291	0.428446	0.413503	0.402181	0.40039
SNP5319	9	114265451	0.6	0.54902	0.524752	0.547264	0.457086	0.447552	0.470765	0.475905	0.459154	0.445528	0.453551	0.427486	0.416833	0.402039	0.400659
SNP5320	9	114303571	0.56	0.45098	0.465347	0.517413	0.427146	0.406593	0.395802	0.39912	0.39636	0.39953	0.424692	0.429126	0.430863	0.399149	0.401294
SNP5321	9	114516333	0.24	0.27451	0.237624	0.248756	0.309381	0.324675	0.314343	0.340332	0.355264	0.351282	0.361973	0.364196	0.384638	0.411127	0.408497
SNP5322	9	114830978	0.32	0.333333	0.405941	0.447761	0.471058	0.494505	0.47926	0.476505	0.465153	0.457827	0.423172	0.423586	0.427248	0.414723	0.409264
SNP5323	9	114933113	0.6	0.607843	0.584158	0.552239	0.489022	0.4995	0.467266	0.458708	0.493351	0.459777	0.443611	0.426416	0.409053	0.415069	0.403632
SNP5324	9	114986166	0.44	0.411765	0.39604	0.402985	0.353293	0.338661	0.338331	0.360328	0.351665	0.364932	0.383492	0.395656	0.399403	0.412457	0.40657
SNP5325	9	115262166	0.56	0.431373	0.50495	0.572139	0.43513	0.423576	0.391804	0.380924	0.382262	0.378831	0.415352	0.404006	0.402018	0.402113	0.41401
SNP5326	9	115675484	0.36	0.352941	0.376238	0.38806	0.441118	0.450549	0.474263	0.430114	0.425057	0.424729	0.429511	0.436506	0.426338	0.439993	0.428831
SNP5327	9	116066346	0.64	0.568627	0.514851	0.562189	0.471058	0.45954	0.466267	0.44891	0.460154	0.458527	0.440531	0.442236	0.445528	0.459867	0.452126
SNP5328	9	116287885	0.36	0.372549	0.405941	0.492537	0.51497	0.551449	0.555722	0.538692	0.508949	0.493675	0.50799	0.496135	0.485613	0.466567	0.453809
SNP5329	9	116438354	0.56	0.54902	0.544554	0.562189	0.550898	0.514486	0.527736	0.495301	0.488351	0.481026	0.48407	0.466685	0.467503	0.454047	0.458259
SNP5330	9	116663078	0.64	0.647059	0.643564	0.641791	0.650699	0.597403	0.537231	0.485703	0.423458	0.419929	0.430691	0.433656	0.428718	0.452629	0.475495
SNP5331	9	116753597	0.68	0.647059	0.60396	0.58209	0.518962	0.492507	0.497251	0.519496	0.506549	0.512424	0.48721	0.477235	0.465873	0.464187	0.479556
SNP5332	9	116897732	0.4	0.392157	0.405941	0.437811	0.483034	0.523477	0.528736	0.522895	0.511449	0.493875	0.50999	0.511935	0.505397	0.493123	0.471654
SNP5333	9	117062383	0.56	0.588235	0.594059	0.552239	0.53493	0.532468	0.548726	0.496501	0.463754	0.480176	0.49851	0.516065	0.515627	0.498901	0.468233
SNP5334	9	117340546	0.24	0.313725	0.277228	0.233831	0.363273	0.344655	0.402299	0.44871	0.448155	0.454177	0.441331	0.448496	0.450768	0.457831	0.461048
SNP5335	9	117688866	0.44	0.313725	0.376238	0.373134	0.411178	0.33966	0.350825	0.379924	0.406259	0.417179	0.419592	0.408936	0.412078	0.417749	0.421518
SNP5336	9	117950291	0.32	0.313725	0.306931	0.318408	0.365269	0.371628	0.387306	0.356129	0.363964	0.377931	0.394232	0.403706	0.401093	0.404839	0.402346
SNP5337	9	118660852	0.48	0.411765	0.435644	0.422886	0.41517	0.380619	0.324838	0.319136	0.336866	0.339733	0.372133	0.368286	0.379478	0.375897	0.389425
SNP5338	9	119074652	0.28	0.392157	0.425743	0.373134	0.389222	0.432567	0.442779	0.433313	0.432457	0.437528	0.422612	0.424836	0.419523	0.414181	0.405006
SNP5339	9	119228987	0.44	0.352941	0.435644	0.442786	0.431138	0.447552	0.449275	0.432513	0.426957	0.414929	0.425251	0.426826	0.421108	0.416691	0.412096
SNP5340	9	119525270	0.28	0.313725	0.356436	0.363184	0.403194	0.393606	0.410795	0.442112	0.432457	0.424629	0.427451	0.424626	0.418923	0.416593	0.418136
SNP5341	9	120236606	0.28	0.352941	0.425743	0.467662	0.46507	0.44955	0.432784	0.40012	0.39706	0.40338	0.398152	0.402766	0.407528	0.404439	0.401996
SNP5342	9	120405434	0.64	0.666667	0.663366	0.706468	0.636727	0.595405	0.511244	0.462907	0.436556	0.426729	0.400492	0.384586	0.385088	0.394261	0.394295
SNP5343	9	120876973	0.36	0.392157	0.306931	0.253731	0.309381	0.350649	0.354823	0.342731	0.365363	0.364832	0.377172	0.370626	0.366303	0.368649	0.375645
SNP5344	9	120947390	0.04	0.254902	0.227723	0.258706	0.311377	0.332667	0.362319	0.356929	0.352965	0.367132	0.363313	0.368686	0.370488	0.369201	0.375592
SNP5345	9	121029021	0.4	0.352941	0.39604	0.378109	0.361277	0.346653	0.371314	0.370926	0.386261	0.364682	0.360673	0.366116	0.365508	0.369755	0.37435
SNP5346	9	121085858	0.4	0.411765	0.39604	0.427861	0.409182	0.382617	0.364318	0.368526	0.368463	0.372231	0.367013	0.367006	0.368978	0.371339	0.374202
SNP5347	9	121274203	0.32	0.352941	0.39604	0.40796	0.39521	0.410589	0.41929	0.415517	0.393761	0.39108	0.390812	0.383466	0.373343	0.375151	0.372081
SNP5348	9	121592219	0.36	0.294118	0.257426	0.253731	0.283433	0.306693	0.314343	0.342332	0.351965	0.342583	0.361473	0.366786	0.373653	0.376951	0.380438
SNP5349	9	121859590	0.36	0.352941	0.29703	0.313433	0.323353	0.343656	0.364318	0.380924	0.372163	0.362432	0.379672	0.375546	0.384403	0.386905	0.387618
SNP5350	9	122172004	0.48	0.431373	0.445545	0.457711	0.479042	0.424575	0.41979	0.405719	0.425657	0.416979	0.380612	0.397486	0.399583	0.401577	0.3973
SNP5351	9	122331149	0.36	0.470588	0.425743	0.40796	0.39521	0.405594	0.418791	0.394521	0.39696	0.415029	0.409432	0.407016	0.400368	0.400349	0.405465
SNP5352	9	122481486	0.28	0.313725	0.306931	0.348259	0.347305	0.352647	0.388806	0.377125	0.381562	0.386781	0.397332	0.395976	0.397718	0.405531	0.412737
SNP5353	9	122555519	0.44	0.490196	0.455446	0.467662	0.447106	0.400599	0.398801	0.406519	0.40086	0.40148	0.401092	0.402736	0.406908	0.413027	0.414936
SNP5354	9	122778626	0.4	0.411765	0.514851	0.517413	0.481038	0.455544	0.466267	0.468506	0.448955	0.429279	0.441131	0.440406	0.431708	0.429091	0.425074
SNP5355	9	122807818	0.56	0.529412	0.485149	0.477612	0.413174	0.454545	0.455272	0.439912	0.448855	0.448728	0.430431	0.435656	0.435423	0.430761	0.425775
SNP5356	9	123032660	0.36	0.45098	0.405941	0.39801	0.387226	0.414585	0.368316	0.370126	0.384162	0.411829	0.427991	0.430786	0.438323	0.438961	0.427769
SNP5357	9	123299955	0.44	0.333333	0.356436	0.383085	0.377246	0.412587	0.397801	0.40232	0.429557	0.437778	0.421812	0.431466	0.420553	0.426177	0.430489
SNP5358	9	123562085	0.32	0.333333	0.306931	0.303483	0.365269	0.406593	0.412294	0.40112	0.39916	0.40888	0.403292	0.412846	0.442318	0.420289	0.424192
SNP5359	9	123772639	0.16	0.196078	0.217822	0.233831	0.297405	0.376623	0.390805	0.370726	0.359364	0.362682	0.373073	0.383186	0.402718	0.416703	0.422232
SNP5360	9	124149217	0.44	0.45098	0.445545	0.452736	0.357285	0.380619	0.382309	0.404519	0.39826	0.388281	0.388652	0.394396	0.433883	0.452053	0.455585
SNP5361	9	124380182	0.48	0.45098	0.50495	0.527363	0.520958	0.515485	0.52024	0.509898	0.50245	0.497575	0.51421	0.518225	0.516162	0.489037	0.463079
SNP5362	9	124381536	0.52	0.54902	0.574257	0.507463	0.51497	0.471528	0.47976	0.512897	0.510249	0.500025	0.51525	0.516365	0.516802	0.489201	0.46327
SNP5363	9	124618882	0.48	0.392157	0.39604	0.373134	0.447106	0.491508	0.49925	0.478704	0.50375	0.458377	0.455831	0.470785	0.472838	0.478127	0.469441
SNP5364	9	124749970	0.6	0.607843	0.514851	0.557214	0.538922	0.52048	0.505747	0.4975	0.474253	0.462727	0.444191	0.435596	0.434503	0.470743	0.471507
SNP5365	9	124880081	0.52	0.45098	0.485149	0.472637	0.461078	0.495504	0.468766	0.514297	0.528447	0.550422	0.51123	0.469945	0.462543	0.452109	0.456931
SNP5366	9	125079769	0.32	0.27451	0.267327	0.248756	0.283433	0.307692	0.363818	0.411718	0.412459	0.412879	0.439151	0.440406	0.450198	0.443585	0.432559
SNP5367	9	125392872	0.32	0.352941	0.326733	0.353234	0.381238	0.390609	0.3998	0.417317	0.406259	0.39043	0.388212	0.385566	0.387203	0.405555	0.416882
SNP5368	9	125447815	0.24	0.254902	0.306931	0.303483	0.335329	0.410589	0.409295	0.413317	0.385061	0.371631	0.382412	0.384756	0.390088	0.403163	0.412372
SNP5369	9	125606400	0.32	0.372549	0.376238	0.393035	0.399202	0.402597	0.395802	0.393921	0.387861	0.437278	0.434371	0.429946	0.420153	0.398979	0.408883
SNP5370	9	125898910	0.48	0.411765	0.366337	0.348259	0.401198	0.387612	0.396802	0.374725	0.375862	0.382831	0.397152	0.403696	0.393468	0.419521	0.426561
SNP5371	9	126230293	0.44	0.431373	0.475248	0.507463	0.542914	0.515485	0.508746	0.486703	0.478052	0.478526	0.47949	0.471775	0.481923	0.455011	0.424768
SNP5372	9	126738786	0.56	0.509804	0.524752	0.537313	0.528942	0.527473	0.515742	0.504299	0.488351	0.487076	0.49127	0.491805	0.469233	0.441057	0.452515
SNP5373	9	126996084	0.28	0.254902	0.346535	0.378109	0.473054	0.464535	0.43978	0.40172	0.418958	0.455027	0.48793	0.495635	0.492518	0.492419	0.455189
SNP5374	9	127168905	0.2	0.254902	0.247525	0.348259	0.393214	0.423576	0.433283	0.39932	0.40476	0.423629	0.440911	0.458185	0.511422	0.478957	0.473425
SNP5375	9	127267943	0.36	0.509804	0.60396	0.671642	0.638723	0.65035	0.68016	0.673665	0.59704	0.584121	0.550409	0.518465	0.485103	0.465823	0.467821
SNP5376	9	127360033	0.32	0.392157	0.435644	0.363184	0.453094	0.453546	0.411294	0.421916	0.413559	0.416479	0.412912	0.412346	0.426698	0.454813	0.459558
SNP5377	9	127500978	0.4	0.411765	0.50495	0.552239	0.50499	0.470529	0.464268	0.426315	0.423358	0.410229	0.394132	0.418356	0.432238	0.445539	0.456626
SNP5378	9	127634295	0.44	0.509804	0.544554	0.572139	0.52495	0.513487	0.522239	0.535493	0.540746	0.516924	0.525509	0.497305	0.477933	0.432427	0.443306
SNP5379	9	127677405	0.4	0.45098	0.50495	0.497512	0.463074	0.432567	0.446277	0.417516	0.435056	0.427879	0.430211	0.445406	0.454813	0.434937	0.447841
SNP5380	9	127795371	0.24	0.352941	0.366337	0.383085	0.373253	0.383616	0.393303	0.39772	0.39826	0.39328	0.394852	0.405526	0.409073	0.445151	0.438654
SNP5381	9	127879843	0.6	0.568627	0.574257	0.542289	0.447106	0.394605	0.36082	0.386323	0.393761	0.428479	0.426211	0.423956	0.424388	0.428763	0.437829
SNP5382	9	128054514	0.44	0.411765	0.445545	0.462687	0.453094	0.472527	0.446277	0.423715	0.421558	0.422029	0.420872	0.428886	0.445558	0.444051	0.43859
SNP5383	9	128156281	0.32	0.411765	0.425743	0.472637	0.481038	0.477522	0.471264	0.467107	0.467153	0.493275	0.51427	0.496545	0.462698	0.442237	0.423001
