	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
SNP4604	8	10570748	48.654461	41.270901	49.968662	47.464912	45.411869	47.800617	52.146034	73.989258	48.803314	80.950851	32.430176	64.207649	53.135242	71.913651	64.960091
SNP4605	8	11036014	60.724876	51.11451	63.990917	61.751137	58.123764	61.694523	67.64093	34.302414	48.299603	40.723541	37.381939	52.955173	51.99374	54.786598	65.265526
SNP4606	8	11292987	55.275391	71.244507	75.71875	69.683502	65.585129	69.758583	76.422981	37.405392	63.841896	50.876484	57.44371	57.177006	62.017811	69.472221	64.729462
SNP4607	8	11423305	55.531712	71.007454	74.17617	69.063744	66.213364	69.105072	75.007347	42.533176	73.296173	57.844883	62.382381	61.797466	60.590603	70.566223	66.392029
SNP4608	8	11662120	64.545677	74.342476	74.120193	68.41732	65.083855	67.460419	76.96682	67.125839	78.783485	77.039452	74.575035	74.446548	67.437157	70.713898	69.065231
SNP4609	8	11749262	57.382965	76.08519	75.259903	69.431892	64.287056	68.196564	77.911896	67.49762	81.822731	77.15493	76.841667	77.086227	67.402557	72.611252	68.327744
SNP4610	8	11760830	56.413895	76.073448	75.245667	69.311211	63.965931	68.240486	77.707916	66.707039	82.156242	76.826622	76.864532	77.097931	67.095955	72.923332	68.358788
SNP4611	8	12793370	45.719913	66.42675	37.584679	44.602074	38.385597	41.03846	47.422108	22.89419	65.457542	70.58271	72.041603	38.377312	32.708233	31.91614	50.764668
SNP4612	8	12947343	38.431911	71.194572	27.065643	37.44289	30.512602	33.268032	37.538517	18.00193	72.7071	78.66349	78.481003	41.872467	35.189384	39.556969	55.099396
SNP4613	8	12995781	34.618279	68.811211	24.407047	34.857281	29.571451	30.920771	33.691483	17.254498	73.669815	76.620483	77.467667	41.692966	35.803791	40.845585	54.301117
SNP4614	8	13104467	27.649317	64.99456	20.658998	29.25293	24.887362	25.584251	28.440805	17.643738	75.390648	72.197983	75.322418	38.468735	32.681171	45.161106	53.788513
SNP4615	8	13407483	21.415659	72.105247	15.463238	22.063128	18.921656	18.047611	16.038914	15.5993	68.404373	77.07679	79.12484	25.767841	24.069342	35.982506	59.085106
SNP4616	8	14051585	20.923782	20.472401	12.295568	15.676413	12.675888	13.639618	5.550577	10.772856	23.183609	21.028845	26.010551	17.498966	15.73268	16.02503	38.484566
SNP4617	8	14470872	19.88278	23.382593	12.611111	15.526556	12.670856	14.809508	5.357214	15.568562	9.385112	12.998778	20.603035	20.193651	13.867922	18.327919	25.555328
SNP4618	8	15050117	27.490837	20.719622	10.212026	15.33496	12.459354	14.576496	6.436044	20.957754	9.243581	13.836945	36.590561	31.258982	13.81093	17.634945	21.601397
SNP4619	8	15488318	41.034046	23.892002	9.269583	15.389866	15.267346	13.403635	4.102399	40.038094	10.521049	15.324926	44.322132	43.974129	17.644445	23.076338	25.756264
SNP4620	8	15609088	35.203037	23.599892	9.66266	15.839545	15.68729	13.582739	3.573641	42.749588	10.372216	16.379597	44.101318	41.715008	17.416708	20.43848	24.023167
SNP4621	8	16492914	23.51037	42.372826	12.817904	17.849134	24.298491	16.534845	8.140507	62.627701	35.66769	61.016079	63.941696	27.160593	24.946749	32.712746	37.700306
SNP4622	8	17070439	53.154533	51.996975	33.611397	31.487684	29.716679	24.496845	20.153992	70.780815	71.648552	62.977413	72.527481	41.273396	62.824211	40.388344	58.057831
SNP4623	8	17112887	55.513233	52.19836	35.824905	31.32127	29.805328	25.108402	20.914549	73.938148	73.690895	65.547668	73.426247	41.436863	64.754364	42.816639	58.734455
SNP4624	8	17151723	57.506397	52.58992	37.847904	31.027458	29.974792	26.314968	21.582211	75.636429	75.252106	67.862762	74.4515	41.16626	65.757965	44.595757	59.265408
SNP4625	8	17451085	64.313507	64.083572	44.620491	35.85405	27.957769	27.863991	27.415478	74.204109	80.670586	76.818527	79.05899	41.438522	68.120705	58.273693	62.872467
SNP4626	8	17538464	62.588329	65.678978	46.302395	38.54335	30.405752	32.509872	30.459373	71.804665	82.674408	77.22998	79.08593	45.5536	70.395126	62.783791	62.27433
SNP4627	8	17604536	62.446239	63.80854	47.758923	40.053722	34.568378	35.9869	32.884903	72.981537	82.114258	74.117325	76.075775	48.755241	71.747101	66.86808	61.295731
SNP4628	8	17887833	61.001556	50.088367	45.030933	42.700001	39.748005	41.668198	40.498508	68.691887	78.758041	53.064487	56.999924	63.359016	70.090179	60.70586	59.34058
SNP4629	8	17946440	59.141026	49.299397	44.447865	43.609463	41.679619	42.940655	40.769444	64.480659	76.97422	49.623531	54.864594	65.067406	66.618141	59.168968	59.562435
SNP4630	8	18340644	50.687344	43.009819	26.780621	29.580103	28.170748	29.817251	22.685934	49.52253	56.138081	43.057526	45.380589	42.704895	58.110744	41.704281	54.522331
SNP4631	8	18530637	48.395569	49.914837	22.54892	26.745041	27.969212	27.949701	19.776705	47.801857	44.853725	32.890717	52.148293	35.487698	48.553318	34.593575	53.106697
SNP4632	8	18634966	42.819088	55.790501	21.997679	27.027246	26.803617	28.579224	20.927389	52.017597	42.997478	34.84483	62.282871	33.700314	46.710323	43.586224	54.610989
SNP4633	8	19209287	41.320534	74.083252	36.602421	29.490929	27.507378	30.345686	31.557909	71.860748	53.878189	45.81263	82.906364	31.5945	62.30706	62.515968	57.603546
SNP4634	8	19360127	36.76289	63.688774	45.423069	28.806791	26.865337	27.213737	36.83152	71.659775	46.841816	38.344944	78.069603	32.015762	56.199467	45.411469	54.106087
SNP4635	8	19744816	50.775688	41.225674	39.952526	30.853569	29.207045	27.924576	36.341709	65.895195	43.471725	35.797585	65.712486	44.769405	41.441673	37.905273	54.965675
SNP4636	8	19842994	47.686562	40.267654	34.719799	27.537535	28.45228	27.405092	32.994411	58.380669	39.497032	29.748228	56.56435	43.836941	35.456703	40.936352	56.540337
SNP4637	8	19991001	59.108967	49.595181	32.991646	31.022976	27.592106	29.328737	34.239555	51.471622	40.133156	34.06665	52.837341	47.477345	29.248905	55.268055	59.033356
SNP4638	8	20148166	70.888153	55.39756	31.033829	31.363466	32.409348	30.100267	34.769562	38.852634	40.713318	36.243439	54.487606	46.422832	25.375847	52.182892	60.60078
SNP4639	8	20236097	68.241035	53.843624	26.911541	29.672092	29.154638	28.854618	31.696291	32.044754	37.442417	30.367033	51.534908	41.889393	23.987976	45.299129	59.191067
SNP4640	8	20726647	18.129866	23.071873	21.245731	21.110928	19.063883	20.284103	20.166222	14.600515	24.972286	14.135803	20.770704	33.746971	15.361518	23.735853	46.495808
SNP4641	8	21010514	14.677734	22.873606	31.963961	30.132929	25.933689	25.710686	28.873589	16.970264	31.215168	18.005201	15.620302	38.655193	24.571371	25.271788	46.282455
SNP4642	8	21376637	18.323668	29.95784	32.965065	39.747463	37.447411	39.907085	38.279362	29.250303	51.021683	26.507481	31.912724	45.364025	43.721478	29.825962	57.423004
SNP4643	8	21629987	37.110291	46.109524	47.880901	52.952271	50.864113	55.061718	52.32338	53.893925	70.333588	46.944508	56.392933	59.580173	60.967518	46.045422	66.005943
SNP4644	8	21951532	64.621956	71.78257	64.648651	67.727768	62.646019	66.94136	69.720802	80.070221	84.089058	78.643547	80.939758	76.129623	77.778297	72.730247	71.721069
SNP4645	8	22074864	66.234207	74.764076	67.417877	66.527267	63.019032	66.626183	71.366539	77.834351	83.359184	77.970024	82.234116	74.050682	76.166092	69.710388	71.011848
SNP4646	8	22100686	66.592484	74.992836	68.358482	66.116806	63.294304	67.173576	71.812401	76.76712	83.037453	76.613892	82.117638	73.825195	75.115379	69.621307	69.961723
SNP4647	8	22204242	67.96254	74.717827	72.191933	67.668373	65.899185	69.019379	74.352829	75.252228	82.740486	74.324722	82.552467	72.689636	72.456383	70.627411	67.182365
SNP4648	8	22412465	73.698456	75.240364	76.985901	71.467613	70.612076	71.942276	81.018692	78.572639	81.825218	81.993217	84.701714	73.208061	78.578964	69.898811	68.538177
SNP4649	8	22572560	62.112198	76.473061	77.132751	72.955269	69.455116	71.221397	79.210396	69.03611	75.728844	75.21299	82.780884	68.886673	78.339523	73.288124	67.662979
SNP4650	8	22572884	62.112198	76.473061	77.132751	72.955269	69.455116	71.221397	79.210396	69.03611	75.728844	75.21299	82.780884	68.886673	78.339523	73.288124	67.662979
SNP4651	8	22595912	58.945389	76.403831	76.61142	72.849365	68.753159	70.735573	79.007294	67.045494	74.743591	73.338638	81.73085	68.477379	77.7024	72.867638	67.044762
SNP4652	8	22666808	53.046741	74.517921	74.97982	71.802147	66.952858	69.859344	78.554398	64.650574	72.889351	70.008057	78.544403	67.74456	75.30529	72.074181	65.481544
SNP4653	8	22929442	61.757561	76.388756	73.439171	69.398865	63.947937	68.866066	74.777191	77.698997	78.321579	82.727295	82.696724	65.907372	71.95755	70.916206	63.374123
SNP4654	8	23073695	62.216377	73.576202	68.6717	67.770691	60.944469	65.678192	71.250015	76.865112	78.004707	82.755119	83.821449	70.284424	68.087784	71.217041	61.830853
SNP4655	8	23229539	61.616615	75.002365	62.752487	63.91898	54.630539	60.251785	64.62606	75.003258	69.3918	81.150475	80.78392	72.27951	63.103275	67.928764	58.467461
SNP4656	8	23252556	61.839451	75.691582	62.286888	63.430717	53.953518	59.407669	64.371056	74.755089	68.024597	80.659882	80.607552	73.611488	62.731808	67.569115	57.776287
SNP4657	8	23357236	59.811401	75.685326	59.087357	61.5312	49.148964	54.972828	64.204109	73.205078	62.194607	77.442131	79.18058	78.484024	60.212051	65.048752	54.918365
SNP4658	8	23431589	57.915836	73.851936	54.500244	58.442261	45.284363	51.542431	61.166519	69.157448	58.20591	71.387611	76.535011	77.455833	56.454926	61.074753	52.62579
SNP4659	8	23517181	61.089447	72.446556	48.719536	53.54755	43.249531	47.101593	55.159424	60.760887	53.296791	63.932949	74.702477	71.375542	51.203293	54.56139	49.966251
SNP4660	8	23980124	53.28223	57.354504	34.005711	33.341019	26.980873	27.328016	30.186712	55.811325	24.925058	44.087505	46.809761	41.778568	27.187265	42.625004	41.543247
SNP4661	8	24358702	22.68737	39.999332	54.63179	27.804113	30.139242	31.376303	27.797146	38.500713	30.720425	24.465961	29.606609	25.505693	28.405098	28.709719	52.32024
SNP4662	8	24419799	20.257353	42.580788	56.569256	25.266602	28.682667	30.269405	26.306561	37.839237	34.126919	23.902231	31.311184	26.264046	29.522839	28.385679	53.315453
SNP4663	8	24773940	40.143242	53.890354	42.686966	25.876444	24.8521	27.588898	28.972881	55.043362	57.760841	28.478697	49.14151	30.256489	47.599556	54.199593	60.999382
SNP4664	8	25144704	55.57021	63.080441	46.483559	41.366241	36.47057	38.98386	47.380062	69.306519	66.573807	43.357899	58.67276	38.426155	58.696865	61.419964	60.936935
SNP4665	8	25341151	46.214867	54.154705	45.056522	38.998909	35.636131	38.052227	43.485809	56.613564	57.911831	37.545773	50.015739	38.820778	53.421124	49.601791	57.505554
SNP4666	8	25391431	45.53944	52.415886	41.887501	38.511902	34.411819	36.523094	43.060608	54.181442	56.111126	35.585876	48.596512	37.931206	52.856827	47.75293	56.29237
SNP4667	8	25436722	43.886124	50.144321	38.690475	38.128807	33.573597	35.4953	42.021786	50.763462	53.993713	33.880318	46.791218	37.082642	51.608242	45.451763	55.338863
SNP4668	8	25615004	34.170891	46.305153	32.719704	32.646412	30.411396	30.671934	35.104057	38.367603	42.346481	29.242889	36.181522	37.685219	46.77924	35.483711	50.416485
SNP4669	8	25804701	49.546185	54.797897	34.441437	38.340515	34.908684	38.10741	42.686977	48.035336	39.048424	43.458946	39.2117	45.217819	55.74419	49.984367	49.965828
SNP4670	8	26079950	52.086716	71.092621	53.55545	49.563965	50.096954	52.834019	59.17226	69.947815	55.164013	73.392845	61.251827	58.641899	69.598557	69.384605	57.380711
SNP4671	8	26306793	63.200096	69.287865	53.888233	52.903099	51.988159	54.072239	61.710926	71.436646	57.172039	75.663361	67.572105	62.070015	66.974525	65.514099	56.551567
SNP4672	8	26507285	58.413612	58.672928	49.1628	49.578735	49.212334	48.934185	54.433498	59.045528	53.389534	64.636696	55.274384	53.440945	58.119415	52.328579	60.127018
SNP4673	8	26798572	28.341541	36.839382	40.686649	44.748749	42.987892	45.227558	46.399055	36.588596	53.081081	32.849689	33.596863	48.629501	39.19817	41.236729	54.51844
SNP4674	8	27024903	40.010067	36.720982	49.659283	52.513874	49.672707	53.435341	56.178474	51.625977	69.035393	38.691612	42.279774	58.133087	52.084984	49.997707	58.467117
SNP4675	8	27355579	52.234661	52.212627	61.646893	60.215622	58.571465	62.184471	66.615654	70.818512	80.988586	70.99176	66.560234	67.829224	71.063911	68.828735	63.88625
SNP4676	8	27409658	55.186993	55.017689	62.017441	59.892757	59.657467	62.245716	66.389145	74.078964	80.359398	76.722252	71.181374	67.426872	73.337257	70.167503	63.950825
SNP4677	8	27594257	58.187702	59.721256	60.703648	56.873775	54.906563	59.240532	65.995224	77.082405	75.477753	80.469086	73.002808	63.005989	72.091217	68.515999	62.451904
SNP4678	8	27621820	56.307259	58.967178	60.569885	56.925148	55.130077	59.181633	66.021446	76.773209	74.562096	79.168373	71.778328	62.44762	72.226448	68.284767	62.555191
SNP4679	8	27752765	43.213188	51.444107	63.23122	59.415325	58.438259	60.546772	68.306908	79.733818	73.595406	69.294868	62.076313	60.590088	73.810585	64.790436	64.023537
SNP4680	8	27994408	42.742241	51.624237	72.027992	65.789207	65.381905	65.286224	74.120773	64.360397	72.710732	48.144032	50.588558	56.696735	70.918671	60.286324	64.192329
SNP4681	8	28166726	58.368641	61.788132	75.347626	69.545097	69.217171	68.577248	77.511864	69.152565	73.520813	57.46796	59.551559	63.38892	74.195374	70.299156	66.232033
SNP4682	8	28310315	71.014244	63.875839	75.665443	69.611565	68.788391	69.429581	74.109512	70.262367	69.588989	59.839405	61.108864	63.312237	71.513809	70.757622	64.694305
SNP4683	8	28552394	71.934898	60.726772	68.855255	65.167336	64.387779	64.766174	74.459511	69.330986	70.700485	61.958172	58.227131	69.784775	69.472244	69.091736	64.775017
SNP4684	8	28752636	63.281532	60.975952	63.537296	60.95245	61.552204	64.047523	69.088783	67.093277	62.70433	56.561646	56.690678	63.895439	64.307907	54.240227	63.27623
SNP4685	8	28964582	56.134384	67.675133	70.753647	66.939819	67.000153	69.266136	73.462029	66.153549	64.537613	64.956802	62.021111	65.722107	67.993134	62.38895	64.581337
SNP4686	8	29006952	56.655151	69.518814	72.837494	67.344559	67.617722	70.368439	74.370438	67.9328	67.138733	68.00132	64.538719	66.57933	70.270775	65.625885	64.401611
SNP4687	8	29198762	56.552998	65.706322	78.628822	70.198334	69.037628	72.839745	77.431404	69.777618	68.302475	72.870392	64.58947	66.367668	70.252586	71.717865	66.149323
SNP4688	8	29679033	36.066357	72.232773	63.63232	63.792229	66.311508	67.733246	65.301704	72.594902	63.11911	66.615166	57.979622	53.765289	71.616722	67.545403	61.489841
SNP4689	8	30177495	62.502453	75.944321	57.254913	60.071045	62.614578	66.329445	61.668278	73.054665	74.314651	67.967339	81.916618	65.135925	74.595375	62.288361	64.176689
SNP4690	8	30598342	71.276138	67.550354	67.419769	64.624916	63.174736	66.59523	67.772758	74.919159	78.019279	75.123756	71.429199	78.060005	73.48835	66.295654	61.322998
SNP4691	8	30719233	68.10997	63.851528	64.668533	60.281765	58.017307	64.500778	64.677086	66.781181	77.834763	71.3937	64.364449	76.08564	65.570007	61.34412	60.309597
SNP4692	8	30969387	59.250431	43.775578	58.508575	48.989388	50.99538	54.81432	52.264534	48.620708	63.31295	54.567093	44.35519	65.709785	54.353401	43.656731	57.915634
SNP4693	8	31109691	48.451435	37.587933	49.434689	47.094238	45.106876	48.08007	43.620068	38.963951	54.305973	47.000782	35.415676	58.440987	43.610638	39.778076	55.40913
SNP4694	8	31566585	14.237329	26.585457	21.531317	24.169094	22.530655	23.523056	17.699381	14.911962	22.062618	25.888687	23.398645	29.306492	19.44383	34.453175	50.94669
SNP4695	8	32332685	25.199682	65.425949	14.520542	28.956705	31.487343	34.406441	15.659534	43.918667	19.70549	62.007172	61.049946	28.204615	13.902105	66.350708	46.16301
SNP4696	8	32669795	37.605934	70.32267	24.511026	42.119041	38.595886	43.409172	26.194374	51.064743	27.869272	69.25029	66.34713	30.785088	14.377882	56.290318	51.441551
SNP4697	8	33099992	39.553093	66.131271	44.473763	46.770489	43.356499	47.737526	47.686005	46.855602	50.285591	68.83667	50.231899	51.213978	30.583006	48.287392	52.041073
SNP4698	8	33496414	45.259102	47.477547	54.311653	50.71312	48.490444	53.278671	57.573387	46.833447	57.900471	54.472183	39.222897	57.304108	38.421642	51.82003	54.713379
SNP4699	8	33558992	36.883919	41.613728	49.489189	47.2304	44.388981	49.140068	51.860508	38.50061	52.119118	46.738358	32.252472	52.40778	31.391266	43.405228	52.573139
SNP4700	8	33967573	16.327679	16.400629	23.61952	24.791298	22.822636	25.628597	23.634018	11.60404	21.76469	15.923002	7.66241	28.201206	15.159642	20.594667	35.569984
SNP4701	8	34467642	21.820282	15.465369	13.484762	17.24534	16.144304	14.221189	7.642402	10.412667	12.752223	13.526434	5.257632	19.547989	11.680164	20.055231	31.106588
SNP4702	8	35144512	63.821888	18.26545	13.124427	13.609894	14.060942	14.970758	6.228422	10.979511	9.226764	12.665898	5.843669	10.651341	12.23037	16.698792	44.290802
SNP4703	8	35547435	51.392296	16.616835	24.948084	16.258871	17.814787	14.924415	11.376808	9.135787	10.733001	11.442115	7.873601	17.544127	15.539722	20.366844	45.841221
SNP4704	8	35716089	51.016033	19.307768	27.117456	16.804546	15.724965	14.435065	12.664097	9.083204	10.338884	10.92779	7.751182	14.104148	15.269192	18.217497	45.815128
SNP4705	8	36221141	17.104916	20.984526	13.146684	15.246282	16.769529	17.546169	11.494422	16.849218	10.791878	12.266015	20.375515	18.735935	35.515423	22.956835	41.750336
SNP4706	8	36893054	22.529755	61.897308	28.023197	34.666077	41.257847	44.293976	34.265289	69.703903	24.930218	32.261566	68.62513	34.99044	71.789932	55.881943	55.515682
SNP4707	8	37266369	28.056776	61.307621	43.381538	48.698257	50.291847	55.863792	49.852364	47.523159	46.328556	45.696438	69.238907	52.66629	69.594711	63.50967	59.70319
SNP4708	8	37726545	72.559174	70.091042	73.91481	67.486145	66.254814	69.228165	75.606491	73.472633	72.614754	70.897141	78.869926	76.319771	78.128479	66.849251	67.560699
SNP4709	8	37874187	74.512337	72.322731	74.591415	68.636848	65.603958	69.994049	75.891769	71.442062	79.129227	77.132576	79.298943	81.172882	73.940399	69.220955	67.215698
SNP4710	8	38220251	76.555008	71.86869	72.669159	67.050491	66.233192	69.473274	75.009743	73.9552	79.409523	75.598503	79.134445	74.873589	67.556625	64.875267	65.752213
SNP4711	8	38449007	73.814453	71.909027	73.325455	68.096542	66.225464	70.022293	72.78495	59.607777	70.817146	65.797607	78.271111	65.453072	66.11261	56.460922	65.027283
SNP4712	8	38846015	58.95903	74.099205	74.136169	69.014725	66.975716	71.723366	75.721535	75.072746	63.277111	72.76825	83.523277	64.708183	65.309761	69.949829	61.385685
SNP4713	8	39020592	41.803173	65.572365	63.985065	62.389114	60.449718	65.763062	68.834595	61.775848	56.005436	61.041164	72.799713	55.707146	59.154449	52.759327	57.102894
